C,resp_1k,1,0.000014,0.000113,0.020468,0.021791,0.021816
C,resp_1k,2,0.000011,0.000047,0.015888,0.016914,0.016933
C,resp_1k,3,0.000009,0.000041,0.014570,0.015548,0.015563
C,resp_1k,4,0.000007,0.000033,0.013446,0.014464,0.014480
C,resp_1k,5,0.000007,0.000031,0.013446,0.014542,0.014554
C,resp_1k,6,0.000008,0.000034,0.013275,0.014379,0.014397
C,resp_1k,7,0.000007,0.000026,0.013261,0.014911,0.014927
C,resp_1k,8,0.000007,0.000030,0.013229,0.014581,0.014592
C,resp_1k,9,0.000010,0.000032,0.013316,0.014688,0.014700
C,resp_1k,10,0.000007,0.000028,0.013206,0.014811,0.014826
C,resp_1k,11,0.000007,0.000032,0.013086,0.014639,0.014653
C,resp_1k,12,0.000007,0.000030,0.013228,0.014596,0.014611
C,resp_1k,13,0.000007,0.000034,0.013034,0.014486,0.014501
C,resp_1k,14,0.000008,0.000028,0.013130,0.014531,0.014546
C,resp_1k,15,0.000006,0.000026,0.013465,0.015008,0.015021
C,resp_1k,16,0.000007,0.000028,0.013168,0.014699,0.014713
C,resp_1k,17,0.000008,0.000027,0.013246,0.014646,0.014660
C,resp_1k,18,0.000007,0.000025,0.013479,0.014941,0.014956
C,resp_1k,19,0.000007,0.000026,0.012995,0.014482,0.014496
C,resp_1k,20,0.000011,0.000050,0.013817,0.015583,0.015601
C,resp_1k,21,0.000008,0.000038,0.013661,0.015129,0.015142
C,resp_1k,22,0.000007,0.000029,0.013363,0.014907,0.014921
C,resp_1k,23,0.000007,0.000027,0.013297,0.014427,0.014439
C,resp_1k,24,0.000007,0.000030,0.013538,0.014980,0.014991
C,resp_1k,25,0.000007,0.000033,0.013413,0.014755,0.014766
C,resp_1k,26,0.000007,0.000027,0.013019,0.014602,0.014618
C,resp_1k,27,0.000007,0.000030,0.013128,0.014378,0.014390
C,resp_1k,28,0.000009,0.000027,0.013225,0.014652,0.014666
C,resp_1k,29,0.000007,0.000026,0.013380,0.014826,0.014843
C,resp_1k,30,0.000007,0.000028,0.013165,0.014532,0.014545
C,req_1k,1,0.000007,0.000028,0.013281,0.014664,0.014681
