E,resp_1k,1,0.000019,0.000107,0.025500,0.026880,0.069841
E,resp_1k,2,0.000015,0.000066,0.021515,0.022769,0.063887
E,resp_1k,3,0.000013,0.000060,0.020158,0.022067,0.062310
E,resp_1k,4,0.000013,0.000052,0.019882,0.021987,0.063181
E,resp_1k,5,0.000012,0.000049,0.019588,0.020967,0.064878
E,resp_1k,6,0.000013,0.000075,0.019854,0.020983,0.062046
E,resp_1k,7,0.000015,0.000062,0.019356,0.021074,0.062188
E,resp_1k,8,0.000014,0.000048,0.019295,0.020696,0.065336
E,resp_1k,9,0.000012,0.000045,0.019575,0.020786,0.064900
E,resp_1k,10,0.000013,0.000051,0.019662,0.021278,0.062263
E,resp_1k,11,0.000012,0.000043,0.019558,0.020891,0.061933
E,resp_1k,12,0.000013,0.000046,0.019930,0.065942,0.065987
E,resp_1k,13,0.000009,0.000043,0.013679,0.015486,0.058892
E,resp_1k,14,0.000010,0.000041,0.015615,0.016963,0.060900
E,resp_1k,15,0.000011,0.000044,0.017025,0.018797,0.061881
E,resp_1k,16,0.000012,0.000048,0.018118,0.019890,0.063006
E,resp_1k,17,0.000012,0.000045,0.018713,0.020608,0.064799
E,resp_1k,18,0.000012,0.000045,0.019781,0.021611,0.062106
E,resp_1k,19,0.000013,0.000054,0.019422,0.020783,0.064743
E,resp_1k,20,0.000012,0.000049,0.019760,0.021025,0.063927
E,resp_1k,21,0.000012,0.000045,0.019698,0.020882,0.062141
E,resp_1k,22,0.000013,0.000045,0.019361,0.020728,0.063739
E,resp_1k,23,0.000012,0.000043,0.019554,0.021116,0.062177
E,resp_1k,24,0.000013,0.000047,0.019593,0.020841,0.064890
E,resp_1k,25,0.000012,0.000043,0.019573,0.021213,0.064854
E,resp_1k,26,0.000013,0.000046,0.019796,0.021307,0.065596
E,resp_1k,27,0.000014,0.000046,0.019948,0.021384,0.061676
E,resp_1k,28,0.000014,0.000075,0.019735,0.021269,0.064744
E,resp_1k,29,0.000013,0.000048,0.019918,0.021212,0.063706
E,resp_1k,30,0.000013,0.000056,0.019750,0.021621,0.064748
E,req_1k,1,0.000013,0.000054,0.019169,0.020984,0.065047
E,req_1k,2,0.000013,0.000054,0.019366,0.020805,0.064570
E,req_1k,3,0.000012,0.000055,0.019396,0.021137,0.062325
E,req_1k,4,0.000014,0.000050,0.019183,0.020913,0.061971
E,req_1k,5,0.000012,0.000049,0.018633,0.020371,0.064733
E,req_1k,6,0.000012,0.000045,0.019482,0.020872,0.064783
E,req_1k,7,0.000012,0.000041,0.019485,0.021527,0.065268
E,req_1k,8,0.000013,0.000046,0.019634,0.020945,0.065716
E,req_1k,9,0.000012,0.000044,0.019891,0.021703,0.063547
E,req_1k,10,0.000012,0.000045,0.019320,0.020990,0.062219
E,req_1k,11,0.000011,0.000048,0.018679,0.020457,0.064562
E,req_1k,12,0.000013,0.000050,0.019711,0.020930,0.061840
E,req_1k,13,0.000012,0.000046,0.019447,0.020852,0.064309
E,req_1k,14,0.000012,0.000046,0.019503,0.021226,0.062415
E,req_1k,15,0.000012,0.000044,0.019324,0.021339,0.062206
E,req_1k,16,0.000012,0.000043,0.019389,0.020977,0.064049
E,req_1k,17,0.000012,0.000043,0.019584,0.021250,0.061889
E,req_1k,18,0.000012,0.000059,0.019541,0.021255,0.063377
E,req_1k,19,0.000012,0.000043,0.019425,0.021055,0.062471
E,req_1k,20,0.000012,0.000043,0.019409,0.021182,0.063384
E,req_1k,21,0.000012,0.000050,0.019213,0.020801,0.064689
E,req_1k,22,0.000012,0.000050,0.019480,0.020818,0.064899
E,req_1k,23,0.000012,0.000048,0.019677,0.021418,0.064943
E,req_1k,24,0.000012,0.000042,0.019543,0.020772,0.060903
E,req_1k,25,0.000012,0.000047,0.019594,0.021189,0.063462
E,req_1k,26,0.000012,0.000044,0.019509,0.020762,0.062024
E,req_1k,27,0.000012,0.000045,0.018835,0.020579,0.061635
E,req_1k,28,0.000012,0.000053,0.018500,0.019870,0.064413
E,req_1k,29,0.000012,0.000047,0.018948,0.020608,0.064111
E,req_1k,30,0.000012,0.000044,0.019702,0.020948,0.061983
E,resp_100k,1,0.000012,0.000048,0.019083,0.021250,0.021886
E,resp_100k,2,0.000009,0.000035,0.015850,0.017517,0.018044
E,resp_100k,3,0.000008,0.000034,0.014415,0.016052,0.016471
E,resp_100k,4,0.000008,0.000033,0.013637,0.015278,0.015754
E,resp_100k,5,0.000008,0.000028,0.013395,0.015049,0.015520
E,resp_100k,6,0.000007,0.000028,0.013259,0.014865,0.015322
E,resp_100k,7,0.000007,0.000027,0.013219,0.014815,0.015274
E,resp_100k,8,0.000018,0.000039,0.013180,0.014848,0.015334
E,resp_100k,9,0.000007,0.000027,0.013258,0.014773,0.015202
E,resp_100k,10,0.000007,0.000030,0.013094,0.014775,0.015297
E,resp_100k,11,0.000008,0.000029,0.013119,0.014740,0.015291
E,resp_100k,12,0.000007,0.000030,0.012990,0.014475,0.014961
E,resp_100k,13,0.000007,0.000028,0.013247,0.015002,0.015670
E,resp_100k,14,0.000008,0.000031,0.013311,0.015145,0.015789
E,resp_100k,15,0.000009,0.000033,0.013184,0.014879,0.015379
E,resp_100k,16,0.000007,0.000030,0.013255,0.014864,0.015274
E,resp_100k,17,0.000008,0.000029,0.013249,0.014910,0.015367
E,resp_100k,18,0.000007,0.000027,0.013085,0.014372,0.014827
E,resp_100k,19,0.000007,0.000027,0.013149,0.014524,0.015029
E,resp_100k,20,0.000007,0.000035,0.013223,0.014763,0.015282
E,resp_100k,21,0.000007,0.000039,0.013291,0.014875,0.015324
E,resp_100k,22,0.000007,0.000028,0.013155,0.014874,0.015350
E,resp_100k,23,0.000007,0.000028,0.013277,0.014844,0.015338
E,resp_100k,24,0.000008,0.000029,0.013109,0.014711,0.015052
E,resp_100k,25,0.000009,0.000029,0.013097,0.014556,0.015085
E,resp_100k,26,0.000008,0.000036,0.013191,0.014840,0.015318
E,resp_100k,27,0.000007,0.000030,0.013174,0.015186,0.015683
E,resp_100k,28,0.000007,0.000030,0.013130,0.014910,0.015409
E,resp_100k,29,0.000007,0.000028,0.013222,0.014996,0.015238
E,resp_100k,30,0.000007,0.000027,0.013189,0.014788,0.015260
E,req_100k,1,0.000007,0.000027,0.013249,0.013276,0.059495
E,req_100k,2,0.000009,0.000034,0.015202,0.015228,0.060896
E,req_100k,3,0.000010,0.000043,0.016845,0.016873,0.063366
E,req_100k,4,0.000012,0.000053,0.017826,0.017858,0.063857
E,req_100k,5,0.000022,0.000057,0.018622,0.018651,0.062539
E,req_100k,6,0.000011,0.000041,0.018772,0.018803,0.062720
E,req_100k,7,0.000011,0.000051,0.019049,0.019081,0.063499
